_id,AID,AName,Description,Benefits,Breathing,awareness,Level,ImagePath,Variations
65f08d051bad35f99effc074,7,Janu Chakra,Sit in the base position.\nBend the right knee and bring the thigh near the chest.\nPlace the hands under the right thigh and interlock the\nfingers or cross the arms holding the elbows.\nRaise the right foot from the ground.\nRotate the lower leg from the knee in a large circular\nmovement; try to straighten the leg at the top of the upward\nmovement.\nThe upper leg and trunk should be completely still.\nRotate I 0 times clockwise and then I 0 times anti-clockwise.\nRepeat with the left leg.,"Since the knee joint bears the whole weight of the\nbody and has no strong muscles for support, it is most\nvulnerable to injuries, sprains and osteoarthritis. All the\nknee asanas strengthen the quadriceps muscle and the\nligaments around the knee joint. These asanas rejuvenate\nthe joint by activating the healing energies.",Inhale on the upward movement.\nExhale on the downward movement.,"On the movement and perfection of circular\nrotation, and the breath.",Beginners,yoga_images/janu_chakra.jpg,
65f08d051bad35f99effc075,8,Ardha Titali Asana,"Sit in the base position.\nBend the right leg and place the right foot comfortably on\nthe left thigh.\nPlace the right hand on top of the bent right knee.\nHold the toes of the right foot with the left hand.\nThis is the starting position.\nStage I: with breath synchronization\n\Vhile breathing in, gently Inove the right knee up towards\nthe chest. Breathing out, gently push the knee down and\ntry to touch the knee to the floor.\nThe trunk should not move.\nDo not force this move1nent in any way.\nThe leg muscles should be passive, the movement being\nachieved by the exertion of the right arm.\nSlowly practise 10 up and down movements.Stage 2: without breath synchronization\nRemain in the same position with the right leg on the left\nthigh.\nRelax the right leg muscles as much as possible.\nPush the right knee down with the right hand and try to\ntouch the knee to the floor. Do not strain.\nLet the knee spring up by itself.\nThe n1ovement is achieved by use of the right arm only.\nPractise 30 up and down movements in quick succession.\nBreathing should be normal and unrelated to the practice.\nRepeat stages 1 and 2 and the unlocking procedure (see\nnote below) with the left leg.","This is an excellent preparatory practice for loos-\nening up the knee and hip joints for meditative poses.\n\nThose people who cannot sit con1fortably in cross-legged\npositions should practise ardha titali asana daily, both\nmorning and evening.",inhale or exhale,"On the movement of the knee, ankle and hip\njoints, relaxation of the inner thigh muscles, and the breath. On the tnovement of the knee, ankle and hip\njoints and relaxation of the inner thigh muscles.",Beginners,yoga_images/ardha_titali_asana.jpg,
65f08d051bad35f99effc077,10,Pooma Titali Asana,"Sit in the base position.\nBend the knees and bring the soles of the feet together,\nkeeping the heels as close to the perineum as possible.\nFully relax the inner thigh muscles.\nStage I : Clasp the feet with both hands.\nGently move the knees up and then down towards the\nfloor, but do not use any force.\nPractise up to 30 up and down movements.\nStage 2: Keep the soles of the feet together.\nPlace the hands on the knees.\nUsing the hands, gently push the knees down towards the\nfloor, allowing them to spring up again.\nDo not force this movement.\nRepeat 10 to 30 times. Straighten the legs and relax.",Both stages prepare the legs for mastery of\npadmasana and other meditative asanas. The inner thigh\nmuscles hold a lot of tension which is relieved by these\nasanas. They also remove tiredness due to long hours of\nstanding and walking.,"Normal breathing, unrelated to the practice.","On the hip joint, movement and relaxation.",Beginners,yoga_images/pooma_titali_asana.jpg,
65f08d051bad35f99effc078,11,Mushtika Bandhana,"Sit in the base position or a cross-legged pose.\nHold both arms straight in front of the body at shoulder\nlevel.\nOpen the hands, palms down, and stretch the fingers as\nwide apart as possible.\nClose the fingers to make a tight fist with the thumbs\ninside.\nThe fingers should be slowly wrapped around the thumbs.\nAgain open the hands and stretch the fingers.\nRepeat 10 times.","This group of asanas is concerned with loosening up the joints\nof the body. It is excellent for those debilitated by rheumatism,\n\narthritis, high blood pressure, heart problems or other ail-\nments where vigorous physical exercise is not advised. It is\n\nparticularly useful for eliminating energy blockages in the\njoints of the physical body, and for improving coordination,\nself-awareness and self-confidence.",Inhale on opening the hands.\nExhale on closing the hands.,"On the stretching sensation and movement, and\nthe breath.",Beginners,yoga_images/mushtika_bandhana.jpg,
65f08d051bad35f99effc079,12,Manibandha Naman,Remain in the base position or a cross-legged pose.\nStretch the arms in front of the body at shoulder level.\nKeep the palms open and fingers straight throughout the\nentire practice.\nBend the hands backward from the wrists as if pressing the\npalms against a wall with the fingers pointing toward the\nceiling.\nBend the hands forward from the wrists so that the fingers\npoint toward the floor.\nKeep the elbows straight throughout the practice.\nDo not bend the knuckle joints or fingers.\nBend the hands up again for the next round.\nRepeat 10 times.,"This group of asanas is concerned with loosening up the joints\nof the body. It is excellent for those debilitated by rheumatism,\n\narthritis, high blood pressure, heart problems or other ail-\nments where vigorous physical exercise is not advised. It is\n\nparticularly useful for eliminating energy blockages in the\njoints of the physical body, and for improving coordination,\nself-awareness and self-confidence.",Inhale with the backward movement.\nExhale with the fonvard movement.,"On the movement in the wrist joint and stretch-\ning of the forearm muscles, and the breath.",Beginners,yoga_images/manibandha_naman.jpg,
65f08d051bad35f99effc07a,13,Manibandha Chakra,"Remain in the base position or a comfortable cross-legged\npose, but keep the back straight.\nStage I: Extend the right arm forward at shoulder level.\nMake a loose fist with the right hand, with the thumb\ninside.\nThis is the starting position.\nSlowly rotate the fist about the wrist, ensuring that the fist\nfaces downward throughout the rotation.\nThe arms and elbows should remain perfectly straight and\nstill. Make as large a circle as possible.\nPractise 10 times clockwise and 10 times anti-clockwise.\nRepeat the same with the left fist.\nStage 2: Extend both arms in front of the body with the fists\nloosely clenched.\nKeep the arms straight and at shoulder level.\nRotate the fists together in the same direction.\nPractise 10 times in each direction.\nStage 3: Practise as in stage 2.\nRotate the fists in opposite directions.\nPractise 10 times in each direction.","The hand and wrist asanas are beneficial for the\nrelated joints. They also relieve tension caused by\nprolonged writing, typing and so on.",inhale or exhale,focus on the breath,Beginners,yoga_images/manibandha_chakra.jpg,
65f08d051bad35f99effc07c,15,Kehuni Chakra,"Remain in the base position or a cross-legged pose.\nStretch the right arm in front of the body at shoulder level.\nThe right hand can be open, or loosely closed.\nSupport the right upper arm with the left hand.\nBend the right arm at the elbow, rotating the elbow joint\nso that the lower arm and hand move clockwise.\nKeep the upper arm steady and parallel to the floor.\nThe movement should be smooth. The fingers should\nalmost touch the right shoulder as they move past.\n\nPractise slowly 10 times clockwise and then 10 times anti-\nclockwise.\n\nGently lower the right arm.\nRepeat on the other side.","This group of asanas is concerned with loosening up the joints\nof the body. It is excellent for those debilitated by rheumatism,\n\narthritis, high blood pressure, heart problems or other ail-\nments where vigorous physical exercise is not advised. It is\n\nparticularly useful for eliminating energy blockages in the\njoints of the physical body, and for improving coordination,\nself-awareness and self-confidence.",Inhale on the upward stroke.\nExhale on the downward stroke.,On the rotation of the elbow joint with the breath\nand on keeping the upper arm steady.,Beginners,yoga_images/kehuni_chakra.jpg,"To begin with, the left hand can support the right\narm just above the elbow, so that the upper arm remains\nsteady throughout the practice."
65f08d051bad35f99effc07d,16,Skandha Chakra,"Stage I: Remain in the base position or a cross-legged pose.\nPlace the fmgers of the right hand on the right shoulder.\nKeep the left hand on the left knee and the back straight.\nRotate the right elbow in a large circle.\nPractise 10 times clockwise and 10 times anti-clockwise.\nRepeat with the left elbow.\nMake sure that the head, trunk and spine remain straight\nand still.\nStage 2: Place the fingers of the left hand on the left shoulder\nand the fingers of the right hand on the right shoulder.\nFully rotate both elbows at the same time in a large circle.\nTry to touch the elbows in front of the chest on the forward\nmovement and touch the ears while moving up. Stretch\nthe arms back in the backward movement and touch the\nsides of the trunk while coming down.\n\nPractise slowly 1 0 times clockwise and then 1 0 times anti-\nclockwise.","The shoulder asanas relieve the strain of driving\nand office work, and also help relieve the pressure in\ncervical spondylitis and frozen shoulder. They maintain\nthe shape of the shoulders and chest.",Inhale on the upward stroke.\nExhale on the downward stroke.,On the stretching sensation around the shoulder\njoint and the breath.,Beginners,yoga_images/skandha_chakra.jpg,
65f08d051bad35f99effc07f,18,Padotthanasana,"Stage I : Lie in the starting position with the palms flat on the floor. Inhale and raise the right leg as high as is comfortable, keeping it straight and the foot relaxed. The left leg should remain straight and in contact with the floor. Hold the posture for 3 to 5 seconds while retaining the breath. Exhale and slowly lower the leg to the floor. This is one round. Practise 10 rounds with the right leg and then 1 0 rounds with the left leg. If the back is weak, the left leg can be bent so that the foot is flat on the floor and the knee is up. \n\nStage 2: This may be repeated raising both legs together, but do not strain. Be aware that this is a more strenuous practice. Do not lift the buttocks off the floor.","This asana strengthens the abdominal muscles and massages the organs. It strengthens the digestive system, lower back, pelvic and perineal muscles and helps correct prolapse.",Inhale while raising the leg(s). Hold the posture and the breath. Exhale while lowering the leg(s).\nInhale in the starting position. Hold the breath in while raising the legs. Exhale while lowering the legs. ,"On the stretch in the legs and synchronizing the movement with the breath.\nOn the stretch in the legs, the muscular effort in the back and abdomen, and synchronizing the movement with the breath. ",Beginners,yoga_images/padotthanasana.jpg,
65f08d051bad35f99effc086,25,Naukasana,"Lie in the starting position. Keep the eyes open throughout. Breathe in deeply. Hold the breath and then raise the legs, arms, shoulders, head and trunk off the ground. The shoulders and feet should be no more than 15 em off the floor. Balance the body on the buttocks and keep the spine straight. The arms should be held at the same level and in line with the toes. The hands should be open with the palms down. Look towards the toes. Remain in the final position and hold the breath. Count to 5 mentally (or for longer if possible). Breathe out and return to the supine position. Be careful not to injure the back of the head while returning to the floor. Relax the whole body. This is one round. Practise 3 to 5 rounds. Relax in shavasana after each round, gently pushing out the abdomen with inhalation to relax the stomach muscle","This asana stimulates the muscular, digestive, circu­latory, nervous and hormonal systems, tones all the organs and removes lethargy. It is especially useful fo r eliminating nervous tension and bringing about deep relaxation. It may be performed before shavasana in order to attain a deeper state of relaxation. If practised upon waking, it immediately restores freshness. It is also useful fo r women preparing for childbearing and may be practised during the second trimester of pregnancy.","Inhale before raising the body. Retain the breath while raising, tensing and lowering the body. Exhale as you return to the starting position.","On the movement, mental counting and tensing of the body (especially the abdominal muscles) in the final position, and the breath.",Beginners,yoga_images/naukasana.jpg,"Repeat the same process as above, but clench the fists and tense the whole body as much as possible in the raised position."
65f08d051bad35f99effc08b,30,Kashtha Takshanasana,"Squat with the feet flat on the floor about 45 an apart. The knees should be fully bent and separated. Clasp the fingers of both hands together and place them just above the floor between the feet. Straighten the arms and keep them straight throughout the practice. The elbows should be inside the knees. The eyes should remain open. Imagine the action of chopping wood. Raise the arms above and behind the head, stretching the spine upward. Look up towards the hands. Make a downward stroke with the arms, as if chopping wood. Expel the breath making a 'Hal' sound. The hands should return near the floor in between the feet. This is one round. Practise 5 to 1 0 rounds.","This asana loosens up the pelvic girdle and tones the pelvic muscles. It also has a special effect on the usually inaccessible muscles of the back between the shoulder blades, as well as the shoulder joints and upper back muscles. It helps io release frustration and lighten the mood.",Inhale while raising the arms. Exhale while lowering the arms.,"On the movement and stretch of the shoulder and upper back muscles, and the breath.",Beginners,yoga_images/kashtha_takshanasana.jpg,
65f08d051bad35f99effc093,38,Front and Sideways Viewing (Eye Exercise),"Maintain the same body position as in exercise 3, but place the left fist on the left knee so that the thumb points upward. Hold the right. thumb to the right of the body so that it points upward. Without moving the head, focus the eyes on the left thumb, then on the right thumb and then return to the left thumb. Repeat this process 10 times, then rest and close the eyes. Repeat the same procedure on the left side of the body . . Keep the head and spine straight throughout. Finally, close and rest the eyes. Palming may be performed several times.",Front and sideways viewing improves coordination of the medial and lateral muscles of the eyeball.,Inhale in the neutral position. Exhale while looking fotward. Inhale while looking to the side.,focus on the breath,Beginners,yoga_images/front_and_sideways_viewing_(eye_exercise).jpg,
65f08d051bad35f99effc096,41,Preliminary Nasikagra Drishti (preliminary nosetip gazing - Eye Exercise),"Sit with the legs straight in front or in a cross-legged pose. Hold the left arm straight directly in front of the nose. Make a fist with the left hand, keeping the thun1b pointing upward. Focus both eyes on the tip of the thumb. Bend the arn1 and slowly bring the thun1b to the nosetip, keeping the eyes focused on the tip of the thumb. Remain for a few seconds with the thumb held at the nosetip and the eyes focused there. Slowly straighten the ann, continuing to gaze at the thumb tip. This is one round. Practise 10 rounds. Keep the head and spine straight throughout. Finally, close and rest the eyes. Palming may be performed several times.",This exercise improves the accommodating and focusing power of the eye muscles.,Inhale as the thumb is drawn towards the nose. Exhale as the arm is straightened.,focus on the breath,Beginners,yoga_images/preliminary_nasikagra_drishti_(preliminary_nosetip_gazing_-_eye_exercise).jpg,
65f08d051bad35f99effc097,42,Nearing And Distant Viewing,"Stand or sit at an open window, preferably with a clear view of the horizon, with the anns by the sides. Focus the eyes on the nosetip, nasikagra drishti, for 5 seconds. Then focus on a distant object on the horizon for 5 seconds. Repeat this process 1 0 tin1es. Close the eyes and relax. Palming may be performed at this time.",This exercise improves the accommodating and focusing power of the eye muscles and the range of movements \nin these eye muscles is further increased. ,Inhale during near viewing. Exhale during distant viewing.,focus on the breath,Beginners,yoga_images/nearing_and_distant_viewing.jpg,
65f08d051bad35f99effc09a,45,Jyestikasana (superior posture),"Lie flat on the stomach with the legs straight and the forehead resting on the floor. Interlock the fingers and place the palms on the back of the head or neck. Allow the elbows to rest on the floor. Relax the whole body and become aware of the breathing process as described for shavasana. After some time, again become aware of the body and surroundings, and gently and smoothly release the posture.","This asana is helpful for all spinal complaints, especially cervical spondylitis and stiff neck or upper back.",Natural and rhythmical.,"Physical - on relaxing the whole body, feeling the soothing warmth of the palms melting away the tensions in the neck and related areas, and feeling the breath. Spiritual - on ajna or manipura chakra.",Beginners,yoga_images/jyestikasana_(superior_posture).jpg,"This asana may also be performed with the fingers of both hands interlocked and placed under the forehead, palms facing up."
65f08d051bad35f99effc09d,48,Sukhasana (easy pose,"Sit with the legs straight in front of the body. Bend one leg and place the foot under the opposite thigh. Bend the other leg and place the foot under the opposite thigh. Place the hands on the knees in chin or jnana mudra. Keep the head, neck and back upright and straight, but without strain. Close the eyes. Relax the whole body. The arms should be relaxed and not held straight. Sukhasana is a relaxing posture which may be \nused after extended periods of sitting in siddhasana or \npadmasana. \nAlthough sukhasana is said to be the simplest meditation \nposture, it is difficult to sustain for long periods of time \nunless the knees are close to the ground or on the ground. \nOtheiWise most of the body weight is supported by the \n96 buttocks and backache develops. The other meditation \nasanas create a larger and therefore steadier area of \nsupport. ",Sukhasana is the easiest and most comfortable of the meditation postures. It can be utilized without ill effect by persons who are unable to sit in the more difficult meditation postures. It facilitates mental and physical balance without causing strain or pain.,inhale or exhale,focus on the breath,Beginners,yoga_images/sukhasana_(easy_pose.jpg,"For those who are extremely stiff, sukhasana may be performed sitting cross-legged with a belt or cloth tied around the knees and lower back. Hold the spine upright. Concentrate on the physical balance and equalizing the weight on the right and left side of the body. A light, spacey feeling may be experienced. While maintaining the posture, place the hands on the knees in chin or jnana mudra."
65f08d051bad35f99effc09f,50,Padmasana (lotus pose),"Sit with the legs straight in front of the body. Slowly and carefully bend one leg and place the foot on top of the opposite thigh. The sole should face upward and the heel should be close to the pubic bone. When this feels comfortable, bend the other leg and place the foot on top of the opposite thigh. 98 Both knees should, ideally, touch the ground in the final position. The head and spine should be held upright and the shoulders relaxed. Place the hands on the knees in chin or jnana mudra. Relax the arms with the elbows slightly bent and check that the shoulders are not raised or hunched. Close the eyes and relax the whole body. Observe the total posture of the body. Make the necessary adjustments by moving forward or backward until balance and alignment are experienced. Perfect alignment indicates the correct posture of padmasana.","Padmasana allows the body to be held completely steady for long periods of time. It holds the trunk and head like a pillar with the legs as the firm foundation. As the body is steadied, the mind becomes calm. This steadiness and calmness is the first step towards real meditation. Padmasana directs the flow of prana from mooladhara chakra in the perineum to sahasrara chakra in the head, heightening the experience of meditation. This posture applies pressure to the lower spine, which has a relaxing effect on the nervous system. The breath becomes slow, muscular tension is decreased and blood pressure is reduced. The normally large blood flow to the legs is redirected to the abdominal region. This activity also stimulates the digestive process.",inhale or exhale,focus on the breath,Beginners,yoga_images/padmasana_(lotus_pose).jpg,
65f08d051bad35f99effc0a1,52,Siddha Yoni Asana (accomplished pose for women),"Sit with the legs straight in front of the body. Bend the right leg, placing the sole of the foot flat against the inner left thigh and the heel firmly against the groin. Adjust the body position so that there is comfortable pressure of the right heel. Bend the left leg and wedge the left toes down into the space between the right calf and thigh. Grasp the toes of the right foot and pull them up into the space between the left calf and thigh. The left heel is above the right heel and may exert a light pressure against the public bone. 102 Again adjust the position so that it is comfortable. Ensure that the knees are firmly on the ground. Make the spine fully erect and straight as though it were planted solidly in the earth. Place the hands on the knees is chin, jnana or chinmaya mudra. Close the eyes and relax the whole body.","Siddha Yoni Asana directs the energy from the lower psychic centres upward through the spine, stimulating the brain and calming the entire nervous system. The position of the lower foot at the perineum presses mooladhara chakra, stimulating moola bandha, and the pressure applied to the pubic bone presses the trigger point for swadhisthana, automatically activating vajroli/sahajoli mudra. These two psycho-muscular locks redirect sexual nervous impulses back up the spinal cord to the brain, establishing control over the reproductive hormones which is necessary in order to maintain brahmacharya for spiritual purposes. Prolonged periods in siddhasana result in noticeable tingling sensations in the mooladhara region, which may last for ten to fifteen minutes. This is caused by a reduction in the blood supply to the area and by a rebalancing of the pranic flow in the lower chakras. This posture redirects blood circulation to the lower spine and abdomen, toning the lumbar region of the spine, the pelvis and the abdominal organs, and balancing the reproductive system and the blood pressure.",inhale or exhale,focus on the breath,Beginners,yoga_images/siddha_yoni_asana_(accomplished_pose_for_women).jpg,
65f08d051bad35f99effc0a6,57,PADADHIRASANA,"Sit in vajrasana\nCross the arms in front of the chest, placing the hands\nunder the opposite armpits with the thumbs pointing\nupward, or, for a stronger effect, make fists of the hands\nand place them under the armpits.\nClose the eyes and become aware of the breathing process. ","The pressure under both the armpits helps to open\nthe nostrils to facilitate the practice of pranayama. Since\nthe breath flow in the right and left nostrils influences the\nactivities of the sympathetic and parasympathetic nervous\nsystems respectively, opening of the two nostrils induces a\nstate of autonomic balance",": Slow, deep and rhythmical. Practise until the flow\nof the breath in both nostrils becomes equalized. ",Physical - on the breathing process in the nose.\nSpiritual - on ajna chakra.,Beginners,yoga_images/padadhirasana.jpg,
65f08d051bad35f99effc0a8,59,SIMHASANA,"Sit in vajrasana with the knees about 45 em apart.\nThe toes of both feet should remain in contact with each\nother.\nLean foiWard and place the palms of the hands on the\nfloor between the knees, with the fingers pointing towards\nthe body.\nStraighten the arms fully and arch the back.\nRest the body on the straight arms.\nTilt the head back so that there is a comfortable amount of\ntension in the neck.\nClose the eyes and focus the inner gaze at the eyebrow\ncentre, performing shambhavi mudra.\nThe eyes may also be kept open, in which case gaze at a\npoint on the ceiling.\nThe mouth should be closed.\nRelax the whole body and mind. ",In this posture there is a very definite extension of\nthe spinal cord and the body is absolutely fixed. There is\ntotal physical stability.,inhale or exhale,focus on the breath,Beginners,yoga_images/simhasana.jpg,
65f08d051bad35f99effc0a9,60,SIMHAGARJANASANA,"Sit in simhasana.\nBSY C\nOpen the eyes and gaze at the eyebrow centre, adopting\nshambhavi mudra.\nRelax the whole body.\nKeep the mouth closed.\nInhale slowly and deeply through the nose.\nAt the end of inhalation, open the mouth and extend the\ntongue out as far as possible towards the chin.\nWhile slowly exhaling, produce a clear, steady 'aaa' sound\nfrom the throat, keeping the mouth wide open. Do not strain or force the sound in any way.\nAt the end of exhalation, close the mouth and breathe in.\nThis is one round. ","This is an excellent asana for the throat, nose, ears,\neyes and mouth, especially if performed facing the healing\nrays of the early morning sun. It relieves frustration and\nreleases emotional tension. Tension is removed from the\nchest and diaphragm. Simhagarjanasana is useful for\npeople who stutter or who are nervous and introverted. It\ndevelops a strong and beautiful voice.\nOther benefits are as for shambhavi mudra. ",Inhale slowly through the nose and then slowly\nexhale through the mouth with the 'aaah' sound. ,"Physical - on opening the chest, and the sensation\nin the eyes and tongue. While inhaling, on the breath.\nWhile exhaling, on the sound produced, the feeling of\nemotional release, and the effect on the throat area.\nSpiritual - on vishuddhi or ajna chakra",Beginners,yoga_images/simhagarjanasana.jpg,": Move the tongue slowly from side to side, while\nmaking a long 'aaa' sound. "
65f08d051bad35f99effc0aa,61,Veerasana (hero's pose),"Sit in vajrasana.\nRaise the right knee and place the right foot flat on the\nfloor beside the inside of the left knee.\nPut the right elbow on the right knee and rest the chin on\nthe palm of the right hand.\nRest the left pahn on the left knee.\nClose the eyes and relax.\nKeep the body completely motionless and the spine and\nhead straight.\nHold for some time, then release the pose and relax the\nknees.\nRepeat with the left foot placed beside the right knee. ","This asana balances the mind, increases the power\nof concentration, allows more awareness of the unconscious realms and induces physical and mental relaxation quickly. The thinking process beco1nes very clear and\nprecise. It is useful for those who think too 1nuch or who\nhave disturbed or uncontrollable thoughts. It is very good\nfor the kidneys, liver, reproductive and abdominal organs. ",Inhale while raising the body from the floor.\nBreathe normally in the final position.\nExhale while lowering the body,Physical - on maintaining balance and steadiness\nin the upright position.\nSpiritual - on swadhisthana chakra. ,Beginners,yoga_images/veerasana_(hero's_pose).jpg,"Variation I: This asana may also be practised by sitting on the\nheel so that it stimulates mooladhara chakra.\nVariation 2: Sit on the heels in vajrasana.\nPlace the right foot on top of the left thigh as in the half\nlotus posture. The foot should come up on the thigh as\nnear to the lower abdomen as is comfortable, and the right\nknee should rest on the floor.\nRelax the whole body.\nSlowly rise onto the knees, using the hands and left leg as\nlevers and the right knee as a support.\nThe movement should be controlled without any jerking.\nPlace the palms together in front of the chest at the heart\ncentre in the prayer position.\nStraighten the spine.\nWhen balanced, raise the hands above the head, keeping\nthe palms together and the fingers pointing upward.\nHold the final position for as long as is comfortable.\nBring the hands back to the heart centre, feel the balance,\nthen gently and evenly lower the body down to the floor.\nRepeat with the left foot on top of the right thigh.\nPractise up to 3 times on each side. "
65f08d051bad35f99effc0ac,63,VYAGHRASANA,"Assume the starting position for marjari-asana and look\nfotward.\nRelax the whole body.\nArching the back downwards, straighten the right leg,\nstretching it up and back.\nBend the right knee.\nLook up and bring the toes towards the back of the head.\nHold the breath for a few seconds in this position.\nStraighten the right leg, bend the knee and swing the leg\nunder the hips.\nSimultaneously, arch the back up and bend the head down,\nbringing the knee towards the nose. The right foot should not touch the floor.\nThe thigh presses against the chest.\nHold for a few seconds while retaining the breath outside.\nMove the foot straight back and again stretch the leg.\nBend the knee and continue with the slow swinging\nmovements.\nAfter practising on one side, relax in marjar-asana.\nRepeat with the other leg. ","This asana exercises and loosens the back by bending\nit alternately in both directions and tones the spinal nerves.\nIt relaxes the sciatic nerves, relieving sciatica, and loosens\nup the legs and hip joints. It tones the female reproductive\norgans and is especially beneficial for women after childbirth and those who have given birth to many children. It\nstretches the abdominal muscles, promotes digestion and\nstimulates blood circulation. Weight is reduced from the\nhips and thighs. ",Inhale while stretching the leg backward.\nRetain in the final position.\nExhale while swinging the knee to the chest.,"Physical - on the forward and backward stretching\nof the spine and legs, and on the alternate compression\nand stretching of the abdomen and chest. Be aware of the\nbalance, and the movement synchronized with the breath.\nSpiritual - on swadhisthana chakra. ",Beginners,yoga_images/vyaghrasana.jpg,
65f08d051bad35f99effc0b4,71,BANDHA HASTA UTTHANASANA,"Stand erect with the feet together and the arms by the\nsides. Relax the whole body and balance the body weight\nequally on both feet.\nCross the wrists in front of the body.\nSlowly raise the arms above the head, keeping the wrists\ncrossed, and at the same time bend the head slightly\nbackward and look up at the hands.\nSpread the arms out to the sides so that they form a\nstraight line at shoulder level.\nHold the position, then reverse the movement, re-crossing\nthe wrists above the head.\nLower the arms straight down so that they are once again\nin the starting position, and look forward.\nRepeat the process 10 times.","This asana rectifies round shoulders and removes\nstiffness from the shoulders and upper back. The deep,\nsynchronized breaths improves breathing capacity. This\nasana also influences the heart and improves blood circulation. The whole body, especially the brain, receives an\nextra supply of oxygen. ","For beginners - inhale raising the arms, exhale\nwhile spreading them out to the sides, inhale while re-crossing the wrists above the head, and exhale while\nlowering the arms.\nFor more experienced practitioners - inhale while raising\nthe arms and inhale more deeply while spreading them\nout to the sides. Exhale while re-crossing the wrists above\nthe head and exhale more deeply while lowering the arms.","On the stretch in the arms and shoulders, the\nexpansion of the lungs, and on the breath synchronized\nwith the movement,",Beginners,yoga_images/bandha_hasta_utthanasana.jpg,
65f08d051bad35f99effc0bd,80,SAMAKONASANA,"Stand with the feet together and the arms by the sides. Raise the arms straight up above the head. Bend the wrists so that the fingers are pointing forward. Allow the hands to hang limp. Arch the back slightly, pushing the buttocks out a little. Slowly bend forward at the hips, keeping the legs straight, until the back is horizontal and forn1s a right angle with the legs. Keep the head, neck and spine in a straight line. Hold the final position for up to 5 seconds. Slowly return to the upright position, with the arms, head and back in a straight line. Lower the arms. Practise 5 to 10 rounds",This asana works specifically on the shoulders and the back directly behind the chest. It rectifies tension and poor posture.,: Inhale while raising the arms above the head. Exhale while bending forward. Hold the breath in the final position. Inhale while raising the trunk. Exhale while lowering the arms,"Physical - on keeping the spine straight and maintaining balance, and on synchronizing the movement with the breath. Spiritual - on anahata chakra.",Beginners,yoga_images/samakonasana.jpg,
65f08d051bad35f99effc0c0,83,UTTHITA LOLASANA,"Stand erect with the feet a metre apart. Raise the arms over the head, keeping the elbows straight. Bend the wrists fotward so that the hands hang limp. Bend fotward and swing the trunk oown from the hips, allowing the arms and head to swing through the legs. After this initial major swing, allow the body to swing gently and spontaneously a few times. Then balance for a few moments while the trunk hangs down from the hips. Be tension-free like a rag doll. Return smoothly to the upright position with the arms raised, then lower the arms to the sides. Repeat up to 5 times.",": This asana helps to remove tiredness by stimulating the circulation and toning the spinal nerves. It stretches the han1strings and back muscles, loosens the hips and massages the visceral organs. This is an excellent prepranayama practice as it opens up all the alveoli and helps drainage of stagnant mucus. It has the added benefits of inverted asanas, especially on the brain.","Inhale fully through the nose while raising the arms. Exhale forcefully through the mouth on each downward swing to make sure all the stagnant air has been expelled fro1n the lungs. While swinging up, inhalation will be a reflex action only, but the lungs en1pty totally on the down swing. For added effect, the sound 'ha' may be made with each forced exhalation. This sound should come from the abdomen and not the throat, so the movement of the diaphragm is emphasized. Inhale while returning to the upright position.","On the back, keeping the body loose, and on the rhythmic swinging movement synchronized with the movement of the diaphragm and the breath.",Beginners,yoga_images/utthita_lolasana.jpg,"To strengthen the back, after the first major swing downwards, on the subsequent upward swing, raise the trunk so that it is parallel to the floor. On the downward swing bring the hands as far back as comfortable behind the feet."
65f08d051bad35f99effc0c1,84,DOLASANA,"Stand with the feet more than shoulder width apart. Raise the arms and interlock the fingers behind the neck with the elbows pointing sideways. Turn slightly to the right and bend forward, keeping the feet firmly on the ground. Bring the head as close as comfortable to the right knee. The legs should remain straight throughout the practice. Swing the upper torso from the right to the left knee and back to the right knee. Repeat 3 times. Return to the centre and stand upright. Repeat with the swing starting from the left knee. This is one round, and is usually sufficient.","This asana strengthens the hamstrings and back muscles, makes the back supple and tones the spinal nerves. It improves the blood circulation to the head and face.",Take a deep breath in while standing. Exhale while bending forward. Hold the breath out while swingiing from side to side. Inhale while coming up into the standing position.,Physical - on the stretch of the back and the balance. Spiritual - on swadhisthana chakra.,Beginners,yoga_images/dolasana.jpg,
65f08d051bad35f99effc0c8,91,Bhujangasana (cobra pose),"Keep the hands and feet in place.\nSlide the chest fotward and raise first the head, the shoul-\nders, then, straightening the elbows, arch the back into\nthe cobra pose. This will lower the buttocks and hips to the\nfloor.\nBend the head back and direct the gaze upward to the\neyebrow centre.\nThe thighs and hips remain on the floor and the arms\nsupport the trunk.\nUnless the spine is very flexible the arms will remain slightly\nbent.",improves flexibility,Inhale while raising the torso and arching the back.,Physical - on relaxation of the spine. Spiritual - on swadhisthana chakra.,Beginners,yoga_images/bhujangasana_(cobra_pose).jpg,
